Ebene;Von;Nach;Miete;Beliebtheitsfaktor
1;Stambuł;Lusaka;75000;0.043
1;Stambuł;Luksemburg;48800;0.038
1;Stambuł;Madryt;313700;0.061
1;Stambuł;Mediolan;223000;0.094
1;Stambuł;Male;151100;0.04
1;Stambuł;Malta;69400;0.066
1;Stambuł;Manas;231500;0.176
1;Stambuł;Manchester;175700;0.045
1;Stambuł;Manila;540900;0.041
1;Stambuł;Maputo;78500;0.042
1;Stambuł;Mauritius;135800;0.032
1;Stambuł;Miami;547400;0.039
1;Stambuł;Mińsk;56500;0.065
1;Stambuł;Mogadiszu;85600;0.1
1;Stambuł;Montreal;163500;0.02
1;Stambuł;Moskwa;246600;0.09
1;Stambuł;Monachium;217700;0.075
1;Stambuł;Maskat;196300;0.05
1;Stambuł;Nairobi;116600;0.031
1;Stambuł;Nowy;1333400;0.091
1;Stambuł;Niamey;64100;0.069
1;Stambuł;Nicea;75000;0.046
1;Stambuł;Oslo;144500;0.049
1;Stambuł;Wagadugu;37100;0.034
1;Stambuł;Pekin;701700;0.063
1;Stambuł;Phuket;311200;0.044
1;Stambuł;Podgorica;30100;0.116
1;Stambuł;Porto;86000;0.03
1;Stambuł;Praga;133700;0.074
1;Stambuł;Rijad;329700;0.13
1;Stambuł;Ryga;53100;0.037
1;Stambuł;San;649800;0.052
1;Stambuł;Sarajewo;57800;0.2
1;Stambuł;Seul;1196700;0.063
1;Stambuł;Seszele;86800;0.046
1;Stambuł;Szanghaj;476400;0.033
1;Stambuł;Singapur;784400;0.038
1;Stambuł;Skopje;29600;0.114
1;Stambuł;Sofia;34400;0.097
1;Stambuł;Petersburg;61700;0.04
1;Stambuł;Sztokholm;212000;0.071
1;Stambuł;Tajpej;473100;0.029
1;Stambuł;Tallinn;57200;0.055
1;Stambuł;Taszkent;494700;0.263
1;Stambuł;Tel;398200;0.258
1;Stambuł;Tirana;28900;0.072
1;Stambuł;Tokio;520400;0.033
1;Stambuł;Toronto;422000;0.031
1;Stambuł;Tunis;224200;0.181
1;Stambuł;Ułan;65200;0.035
1;Stambuł;Wenecja;124800;0.096
1;Stambuł;Wilno;47400;0.051
1;Stambuł;Wiedeń;168300;0.082
1;Stambuł;Zagrzeb;57800;0.098
1;Stambuł;Zanzibar;86400;0.062
1;Stambuł;Zurych;209700;0.072
1;Dżakarta;Abu;621200;0.123
1;Dżakarta;Bangkok;377100;0.134
1;Dżakarta;Kolombo;111900;0.063
1;Dżakarta;Doha;899900;0.119
1;Dżakarta;Dubaj;853900;0.083
1;Dżakarta;Kanton;291900;0.117
1;Dżakarta;Ho;58100;0.047
1;Dżakarta;Hongkong;746400;0.162
1;Dżakarta;Stambuł;555000;0.049
1;Dżakarta;Kuala;976100;0.768
1;Dżakarta;Kunming;33300;0.025
1;Dżakarta;Londyn;139700;0.008
1;Dżakarta;Manila;190000;0.082
1;Dżakarta;Melbourne;128700;0.044
1;Dżakarta;Maskat;326100;0.078
1;Dżakarta;Osaka;81400;0.018
1;Dżakarta;Pekin;261000;0.055
1;Dżakarta;Perth;52400;0.05
1;Dżakarta;Phnom;30300;0.036
1;Dżakarta;Seul;761100;0.105
1;Dżakarta;Singapur;1162800;0.96
1;Dżakarta;Sydney;334900;0.087
1;Dżakarta;Tajpej;413000;0.097
1;Dżakarta;Tokio;624300;0.106
1;Johannesburg;Antananarywa;34300;0.126
1;Johannesburg;Dar;83600;0.2
1;Johannesburg;Kair;181900;0.05
1;Johannesburg;Lagos;207100;0.181
1;Johannesburg;Londyn;2520800;0.227
1;Johannesburg;Lumbadzi;58500;0.447
1;Johannesburg;Madryt;116100;0.016
1;Johannesburg;Maputo;47000;0.916
1;Johannesburg;Mauritius;300500;0.364
1;Johannesburg;Nairobi;374100;0.345
1;Johannesburg;Pekin;270100;0.031
1;Johannesburg;Saint-Denis;29300;0.049
1;Johannesburg;Seszele;93700;0.161
1;Johannesburg;Shenzhen;245200;0.066
1;Johannesburg;Sydney;606400;0.096
1;Johannesburg;Tel;129700;0.031
1;Johannesburg;Windhuk;135500;0.807
1;Johannesburg;Zanzibar;34500;0.112
1;Johannesburg;Zurych;322200;0.049
1;Kabul;Delhi;96300;0.448
1;Kabul;Dżudda;108100;0.13
1;Kabul;Dubaj;320400;0.393
1;Kair;Algier;101500;0.088
1;Kair;Amman;82600;0.333
1;Kair;Asmara;35500;0.161
1;Kair;Bangkok;164200;0.018
1;Kair;Casablanca;292600;0.143
1;Kair;Chengdu;174100;0.057
1;Kair;Dar;39600;0.044
1;Kair;Frankfurt;302200;0.075
1;Kair;Genewa;38500;0.019
1;Kair;Kanton;461800;0.076
1;Kair;Hongkong;176000;0.015
1;Kair;Stambuł;170400;0.113
1;Kair;Kampala;44200;0.057
1;Kair;Chartum;169900;0.352
1;Kair;Kopenhaga;44100;0.015
1;Kair;Kuwejt;523100;0.458
1;Kair;Lagos;104200;0.084
1;Kair;Larnaka;8800;0.035
1;Kair;Londyn;420300;0.078
1;Kair;Madryt;142100;0.038
1;Kair;Mediolan;208600;0.097
1;Kair;Moskwa;97700;0.037
1;Kair;Monachium;119800;0.042
1;Kair;Maskat;211200;0.111
1;Kair;Nairobi;82300;0.05
1;Kair;Nowy;522100;0.054
1;Kair;Paryż;369100;0.082
1;Kair;Pekin;167800;0.024
1;Kair;Rijad;638400;0.644
1;Kair;Rzym;190100;0.09
1;Kair;Tel;5000;0.016
1;Kair;Tokio;138700;0.014
1;Kair;Toronto;316000;0.035
1;Kair;Tunis;81600;0.089
1;Kair;Waszyngton;124600;0.025
1;Kair;Wiedeń;114300;0.05
1;Kair;Zurych;45400;0.017
1;Kampala;Dar;11600;0.157
1;Kampala;Johannesburg;49300;0.09
1;Kampala;Nairobi;74700;0.963
1;Republika;Bruksela;38500;0.04
1;Republika;Dakar;6000;0.137
1;Republika;Lizbona;157500;0.265
1;Republika;Paryż;96800;0.067
1;Kapsztad;Doha;388900;0.121
1;Kapsztad;Dubaj;1090800;0.231
1;Kapsztad;Frankfurt;422800;0.085
1;Kapsztad;Stambuł;344500;0.087
1;Kapsztad;Londyn;788400;0.139
1;Kapsztad;Luanda;91400;0.35
1;Kapsztad;Mauritius;62100;0.117
1;Kapsztad;Monachium;134200;0.035
1;Kapsztad;Nairobi;110400;0.151
1;Kapsztad;Windhuk;52200;0.59
1;Kapsztad;Zurych;170300;0.05
1;Karaczi;Dżudda;635300;0.533
1;Karaczi;Londyn;155700;0.033
1;Karaczi;Pekin;158500;0.072
1;Karaczi;Rijad;82200;0.133
1;Katmandu;Abu;127700;0.103
1;Katmandu;Chengdu;72100;0.172
1;Katmandu;Doha;720300;0.373
1;Katmandu;Dubaj;327600;0.133
1;Katmandu;Kanton;177700;0.161
1;Katmandu;Kuala;329900;0.171
1;Katmandu;Mumbaj;29400;0.06
1;Katmandu;Maskat;162100;0.167
1;Katmandu;Singapur;94000;0.037
1;Katmandu;Xianyang;38600;0.105
1;Chartum;Maskat;68400;0.085
1;Chartum;Nairobi;21500;0.058
1;Chartum;Rijad;192500;0.422
1;Chartum;Trypolis;31000;0.169
1;Kijów;Amman;19500;0.023
1;Kijów;Astana;35200;0.069
1;Kijów;Kiszyniów;14400;0.161
1;Kijów;Dubaj;265600;0.062
1;Kijów;Heraklion;24300;0.051
1;Kijów;Kair;41000;0.033
1;Kijów;Kraków;35700;0.129
1;Kijów;Larnaka;67100;0.115
1;Kijów;Londyn;40700;0.016
1;Kijów;Mediolan;62700;0.058
1;Kijów;Monachium;128800;0.111
1;Kijów;Praga;82300;0.13
1;Kijów;Sofia;14700;0.044
1;Kijów;Tallinn;12200;0.05
1;Kijów;Tel;356300;0.282
1;Kijów;Toronto;158800;0.028
1;Kijów;Wenecja;31600;0.052
1;Kijów;Wilno;45100;0.273
1;Kijów;Zurych;62800;0.051
1;Kigali;Addis;62900;0.203
1;Kigali;Bruksela;156300;0.087
1;Kigali;Bujumbura;4000;0.859
1;Kigali;Dar;20100;0.257
1;Kigali;Dubaj;131700;0.063
1;Kigali;Harare;24100;0.227
1;Kigali;Johannesburg;113000;0.226
1;Kigali;Kampala;29400;1.168
1;Kigali;Lagos;90700;0.288
1;Kigali;Lusaka;28100;0.358
1;Kingston;Atlanta;100100;0.215
1;Kingston;Miami;119700;0.435
1;Kingston;Orlando;13500;0.068
1;Kingston;Panama;9300;0.039
1;Kingston;Piarco;15700;0.095
1;Kingston;Toronto;117800;0.124
1;Kopenhaga;Bukareszt;24700;0.021
1;Kopenhaga;Chengdu;83400;0.02
1;Kopenhaga;Chicago;302600;0.051
1;Kopenhaga;Delhi;138200;0.026
1;Kopenhaga;Doha;645700;0.098
1;Kopenhaga;Dubaj;414300;0.042
1;Kopenhaga;Dublin;85100;0.056
1;Kopenhaga;Frankfurt;151900;0.128
1;Kopenhaga;Genewa;74700;0.072
1;Kopenhaga;Hamburg;18200;0.087
1;Kopenhaga;Hongkong;255000;0.016
1;Kopenhaga;Stambuł;219700;0.07
1;Kopenhaga;Kijów;39800;0.042
1;Kopenhaga;Kraków;33700;0.074
1;Kopenhaga;Lizbona;152100;0.055
1;Kopenhaga;Lublana;10400;0.034
1;Kopenhaga;Londyn;307200;0.162
1;Kopenhaga;Los;157600;0.015
1;Kopenhaga;Luksemburg;24400;0.064
1;Kopenhaga;Madryt;178400;0.061
1;Kopenhaga;Mediolan;125500;0.105
1;Kopenhaga;Malaga;332500;0.16
1;Kopenhaga;Manchester;99300;0.092
1;Kopenhaga;Miami;85900;0.01
1;Kopenhaga;Moskwa;87100;0.049
1;Kopenhaga;Monachium;137800;0.123
1;Kopenhaga;Nowy;261600;0.031
1;Kopenhaga;Nicea;112900;0.12
1;Kopenhaga;Oslo;288000;0.618
1;Kopenhaga;Palma;125500;0.069
1;Kopenhaga;Pekin;441800;0.052
1;Kopenhaga;Phuket;99100;0.016
1;Kopenhaga;Praga;65600;0.118
1;Kopenhaga;Reykjavík;308900;0.253
1;Kopenhaga;Ryga;52500;0.123
1;Kopenhaga;Rzym;130500;0.068
1;Kopenhaga;San;374300;0.049
1;Kopenhaga;Szanghaj;323600;0.029
1;Kopenhaga;Singapur;338000;0.019
1;Kopenhaga;Skopje;16900;0.032
1;Kopenhaga;Sofia;27500;0.031
1;Kopenhaga;Sztokholm;300600;0.54
1;Kopenhaga;Tel;41700;0.013
1;Kopenhaga;Tokio;343500;0.03
1;Kopenhaga;Toronto;280800;0.036
1;Kopenhaga;Wenecja;30000;0.039
1;Kopenhaga;Wilno;29700;0.081
1;Kopenhaga;Warszawa;68200;0.117
1;Kopenhaga;Waszyngton;295900;0.067
1;Kopenhaga;Wiedeń;123900;0.115
1;Kopenhaga;Zagrzeb;22300;0.052
1;Kopenhaga;Zurych;161000;0.137
1;Kraków;Chicago;88700;0.027
1;Kraków;Frankfurt;110500;0.158
1;Kraków;Lizbona;24600;0.017
1;Kraków;Londyn;48300;0.035
1;Kraków;Madryt;32800;0.022
1;Kraków;Mediolan;9000;0.018
1;Kraków;Malta;15100;0.032
1;Kraków;Manchester;80100;0.095
1;Kraków;Oslo;75700;0.135
1;Kraków;Porto;22300;0.027
1;Kraków;Praga;3700;0.021
1;Kraków;Tel;81800;0.068
1;Kraków;Wiedeń;12400;0.063
1;Kraków;Zurych;15600;0.029
1;Kuala;Addis;215800;0.031
1;Kuala;Adelajda;263300;0.162
1;Kuala;Amman;151900;0.024
1;Kuala;Auckland;490300;0.062
1;Kuala;Bangkok;436400;0.179
1;Kuala;Busan;256500;0.066
1;Kuala;Czennaj;404300;0.237
1;Kuala;Denpasar;945900;0.48
1;Kuala;Hanoi;322100;0.166
1;Kuala;Kunming;132900;0.086
1;Kuala;Londyn;1416600;0.055
1;Kuala;Makau;211100;0.11
1;Kuala;Male;137800;0.075
1;Kuala;Manila;637300;0.189
1;Kuala;Melbourne;762900;0.132
1;Kuala;Maskat;400600;0.07
1;Kuala;Pekin;651700;0.1
1;Kuala;Perth;801400;0.343
1;Kuala;Phnom;172300;0.239
1;Kuala;Qingdao;93000;0.039
1;Kuala;Rangun;193400;0.19
1;Kuala;Shenzhen;345200;0.195
1;Kuala;Singapur;385100;0.581
1;Kuala;Tajpej;1075600;0.182
1;Kuala;Teheran;232000;0.05
1;Kuala;Tokio;951500;0.107
1;Kuala;Wientian;22200;0.033
1;Kuala;Xianyang;231900;0.132
1;Kunming;Ho;18400;0.031
1;Kunming;Hongkong;91500;0.101
1;Kunming;Katmandu;72600;0.205
1;Kunming;Moskwa;78900;0.026
1;Kunming;Osaka;131200;0.087
1;Kunming;Singapur;88000;0.044
1;Kunming;Petersburg;66900;0.043
1;Kunming;Sydney;115200;0.036
1;Kunming;Tajpej;42000;0.037
1;Kuwejt;Czennaj;270100;0.178
1;Kuwejt;Londyn;871000;0.124
1;Kuwejt;Mediolan;56300;0.018
1;Kuwejt;Manila;433100;0.068
1;Kuwejt;Mumbaj;305100;0.187
1;Kuwejt;Monachium;56000;0.014
1;Kuwejt;Maskat;126600;0.155
1;Kuwejt;Nowy;754100;0.07
1;Kuwejt;Paryż;139900;0.023
1;Kuwejt;Rijad;67200;0.226
1;Kuwejt;Tbilisi;16800;0.036
1;Lagos;Abidżan;17400;0.172
1;Lagos;Akra;35200;0.747
1;Lagos;Atlanta;482300;0.163
1;Lagos;Casablanca;91700;0.119
1;Lagos;Houston;205100;0.068
1;Lagos;Malabo;14400;0.38
1;Lagos;Nairobi;131000;0.169
1;Lagos;Nowy;276200;0.07
1;Larnaka;Amman;4900;0.037
1;Larnaka;Belgrad;27900;0.069
1;Larnaka;Bukareszt;51500;0.113
1;Larnaka;Londyn;225600;0.074
1;Larnaka;Mediolan;25400;0.021
1;Larnaka;Manchester;131900;0.073
1;Larnaka;Mińsk;23500;0.05
1;Larnaka;Moskwa;184200;0.141
1;Larnaka;Monachium;74500;0.048
1;Larnaka;Oslo;35000;0.025
1;Larnaka;Praga;34600;0.035
1;Larnaka;Sofia;33000;0.102
1;Larnaka;Petersburg;47800;0.065
1;Larnaka;Tel;51100;0.308
1;Larnaka;Wilno;24300;0.049
1;Larnaka;Warszawa;72700;0.08
1;Larnaka;Zurych;89200;0.06
1;Las;Glasgow;103200;0.082
1;Las;Hamburg;66800;0.03
1;Las;Luksemburg;91700;0.075
1;Las;Mediolan;33000;0.013
1;Las;Manchester;380700;0.138
1;Las;Monachium;68000;0.018
1;Las;Zurych;56200;0.018
1;Las;Calgary;208100;0.639
1;Las;Londyn;758600;0.127
1;Las;Meksyk;294200;0.35
1;Las;Montreal;193600;0.185
1;Las;Panama;111200;0.074
1;Las;Seul;362400;0.057
1;Libreville;Lomé;9800;0.255
1;Lima;Madryt;1788900;0.21
1;Lima;Meksyk;815400;0.323
1;Lima;Miami;924700;0.318
1;Lima;Montreal;131200;0.041
1;Lima;Panama;364100;0.281
1;Lima;Rio;148400;0.14
1;Lima;Toronto;170000;0.035
1;Lizbona;Akra;62000;0.05
1;Lizbona;Bukareszt;66700;0.031
1;Lizbona;Chicago;127900;0.024
1;Lizbona;Dakar;118700;0.129
1;Lizbona;Helsinki;199800;0.066
1;Lizbona;Luksemburg;151000;0.192
1;Lizbona;Madryt;215800;0.31
1;Lizbona;Mediolan;214700;0.13
1;Lizbona;Manchester;175100;0.099
1;Lizbona;Maputo;185700;0.123
1;Lizbona;Miami;349600;0.05
1;Lizbona;Montreal;131200;0.033
1;Lizbona;Moskwa;107300;0.025
1;Lizbona;Monachium;278100;0.106
1;Lizbona;Nicea;69700;0.073
1;Lizbona;Oslo;107100;0.045
1;Lizbona;Filadelfia;231600;0.084
1;Lizbona;Praga;100900;0.053
1;Lizbona;Punta;66200;0.02
1;Lizbona;Rzym;248200;0.113
1;Lizbona;San;181600;0.024
1;Lizbona;Wenecja;96500;0.077
1;Lizbona;Warszawa;105700;0.046
1;Lizbona;Wiedeń;205800;0.076
1;Lizbona;Zurych;255100;0.125
1;Lublana;Moskwa;46400;0.084
1;Lublana;Monachium;9000;0.084
1;Lublana;Podgorica;13000;0.379
1;Lublana;Sarajewo;3900;0.164
1;Lublana;Tirana;13800;0.207
1;Lublana;Warszawa;11900;0.067
1;Lublana;Wiedeń;4500;0.056
1;Lublana;Zurych;14200;0.098
1;Lomé;Akra;5500;0.511
1;Lomé;Dual;12800;0.338
1;Lomé;Lagos;3100;0.173
1;Lomé;Niamey;14100;0.526
1;Lomé;Wagadugu;6900;0.261
1;Londyn;Astana;93400;0.039
1;Londyn;Atlanta;1514700;0.147
1;Londyn;Bangkok;2252100;0.089
1;Londyn;Boston;1714300;0.299
1;Londyn;Buenos;521300;0.038
1;Londyn;Bukareszt;192900;0.073
1;Londyn;Calgary;500200;0.081
1;Londyn;Charlotte;980600;0.193
1;Londyn;Czennaj;304600;0.043
1;Londyn;Chicago;2668700;0.293
1;Londyn;Denpasar;183100;0.011
1;Londyn;Dżudda;476300;0.056
1;Londyn;Kanton;502400;0.033
1;Londyn;Ho;188100;0.013
1;Londyn;Lagos;505700;0.152
1;Londyn;Lizbona;447100;0.154
1;Londyn;Luksemburg;30600;0.075
1;Londyn;Mediolan;111900;0.069
1;Londyn;Malta;128900;0.064
1;Londyn;Manila;425000;0.022
1;Londyn;Mauritius;235500;0.034
1;Londyn;Melbourne;348600;0.017
1;Londyn;Minneapolis;491000;0.09
1;Londyn;Montreal;460100;0.067
1;Londyn;Moskwa;445800;0.093
1;Londyn;Monachium;397000;0.184
1;Londyn;Maskat;747200;0.088
1;Londyn;Nairobi;616100;0.092
1;Londyn;Nicea;176000;0.15
1;Londyn;Oslo;272900;0.152
1;Londyn;Ottawa;177400;0.08
1;Londyn;Palma;59000;0.028
1;Londyn;Pekin;1388100;0.087
1;Londyn;Perth;292900;0.027
1;Londyn;Filadelfia;867500;0.177
1;Londyn;Phoenix;1015900;0.209
1;Londyn;Praga;143800;0.093
1;Londyn;Qingdao;104800;0.016
1;Londyn;Reykjavík;193400;0.108
1;Londyn;Rzym;409500;0.137
1;Londyn;San;2589800;0.209
1;Londyn;Santiago;308700;0.022
1;Londyn;Seattle;902100;0.126
1;Londyn;Seszele;86600;0.026
1;Londyn;Szanghaj;1383300;0.067
1;Londyn;Shenzhen;219600;0.025
1;Londyn;Singapur;4217900;0.131
1;Londyn;Sofia;104900;0.057
1;Londyn;Sydney;1205100;0.047
1;Londyn;Tajpej;472000;0.02
1;Londyn;Taszkent;51200;0.014
1;Londyn;Teheran;145900;0.034
1;Londyn;Tunis;28700;0.017
1;Londyn;Vancouver;1095700;0.104
1;Londyn;Wenecja;62700;0.048
1;Londyn;Warszawa;208600;0.098
1;Londyn;Waszyngton;1513900;0.229
1;Londyn;Xianyang;149700;0.028
1;Londyn;Zurych;294400;0.182
1;Los;Auckland;1483500;0.196
1;Los;Bogota;240200;0.06
1;Los;Buenos;393300;0.054
1;Los;Calgary;175300;0.171
1;Los;Cancún;636100;0.206
1;Los;Chengdu;884000;0.135
1;Los;Edmonton;49600;0.084
1;Los;Fidżi;423300;0.15
1;Los;Gwatemala;329600;0.23
1;Los;Lima;536700;0.109
1;Los;Londyn;3921800;0.232
1;Los;Madryt;556800;0.042
1;Los;Mediolan;151200;0.015
1;Los;Manchester;101400;0.011
1;Los;Manila;1540900;0.122
1;Los;Meksyk;795900;0.339
1;Los;Montreal;260300;0.083
1;Los;Moskwa;559200;0.05
1;Los;Monachium;674700;0.051
1;Los;Oslo;99700;0.013
1;Los;Paryż;3309100;0.205
1;Los;Pekin;2685100;0.228
1;Los;Qingdao;210200;0.046
1;Los;Rijad;536900;0.052
1;Los;San;733500;0.304
1;Los;Santiago;545000;0.084
1;Los;Shenzhen;185100;0.029
1;Los;Singapur;875700;0.035
1;Los;Tajpej;2480500;0.157
1;Los;Tel;1245900;0.101
1;Los;Toronto;795500;0.184
1;Los;Vancouver;580400;0.4
1;Los;Warszawa;335800;0.04
1;Los;Wiedeń;289000;0.024
1;Los;Xianyang;136500;0.032
1;Los;Zurych;551800;0.047
1;Luanda;Johannesburg;179900;0.377
1;Luanda;Lizbona;885100;0.527
1;Luanda;Maputo;61900;0.455
1;Luanda;Porto;138600;0.129
1;Luanda;Rio;80400;0.112
1;Luanda;São;215100;0.154
1;Luanda;Windhuk;49700;0.529
1;Lusaka;Johannesburg;111000;0.701
1;Luksemburg;Madryt;48300;0.065
1;Luksemburg;Mediolan;30300;0.146
1;Luksemburg;Malta;15100;0.038
1;Luksemburg;Monachium;40800;0.167
1;Luksemburg;Nicea;19600;0.105
1;Luksemburg;Palma;38400;0.086
1;Luksemburg;Porto;137000;0.326
1;Luksemburg;Warszawa;21900;0.057
1;Luksemburg;Zurych;16900;0.112
1;Makau;Manila;123300;0.189
1;Makau;Pekin;270300;0.218
1;Makau;Qingdao;26200;0.065
1;Makau;Szanghaj;231100;0.255
1;Makau;Singapur;113300;0.048
1;Makau;Tokio;117200;0.057
1;Makau;Xianyang;40000;0.136
1;Madryt;Asunción;333300;0.118
1;Madryt;Ateny;214500;0.083
1;Madryt;Bogota;2003600;0.286
1;Madryt;Boston;355100;0.081
1;Madryt;Buenos;2472900;0.272
1;Madryt;Bukareszt;269000;0.119
1;Madryt;Chengdu;101100;0.016
1;Madryt;Chicago;361500;0.051
1;Madryt;Dżudda;189400;0.032
1;Madryt;Gwatemala;427100;0.099
1;Madryt;Kijów;90600;0.037
1;Madryt;Londyn;528300;0.18
1;Madryt;Mediolan;237800;0.163
1;Madryt;Malabo;76200;0.09
1;Madryt;Malta;46500;0.04
1;Madryt;Manchester;66300;0.035
1;Madryt;Meksyk;2234400;0.215
1;Madryt;Miami;1728100;0.183
1;Madryt;Montevideo;694700;0.188
1;Madryt;Moskwa;296700;0.062
1;Madryt;Monachium;374400;0.149
1;Madryt;Nicea;59200;0.075
1;Madryt;Oslo;71100;0.027
1;Madryt;Panama;561300;0.065
1;Madryt;Pekin;237300;0.018
1;Madryt;Filadelfia;476900;0.128
1;Madryt;Porto;119900;0.327
1;Madryt;Praga;142400;0.075
1;Madryt;Punta;407900;0.09
1;Madryt;Quito;616900;0.173
1;Madryt;Rijad;159200;0.034
1;Madryt;Ryga;27200;0.014
1;Madryt;San;88400;0.009
1;Madryt;Santo;744800;0.198
1;Madryt;Szanghaj;520600;0.031
1;Madryt;Shenzhen;210500;0.03
1;Madryt;Sofia;100900;0.068
1;Madryt;Tokio;360700;0.021
1;Madryt;Toronto;201300;0.022
1;Madryt;Tunis;25500;0.03
1;Madryt;Wenecja;205700;0.176
1;Madryt;Warszawa;69900;0.029
1;Madryt;Wiedeń;263900;0.098
1;Madryt;Xianyang;117700;0.027
1;Madryt;Zagrzeb;22000;0.028
1;Madryt;Zurych;244100;0.131
1;Mediolan;Akra;49800;0.036
1;Mediolan;Bukareszt;46200;0.05
1;Mediolan;Republika;55300;0.064
1;Mediolan;Lagos;47000;0.03
1;Mediolan;Miami;890700;0.115
1;Mediolan;Moskwa;319300;0.135
1;Mediolan;Oslo;52300;0.04
1;Mediolan;Palma;33100;0.047
1;Mediolan;Paryż;183900;0.193
1;Mediolan;Pekin;392400;0.046
1;Mediolan;Podgorica;8000;0.041
1;Mediolan;Porto;94100;0.103
1;Mediolan;Praga;57200;0.111
1;Mediolan;Ryga;32300;0.037
1;Mediolan;San;133100;0.018
1;Mediolan;Szanghaj;473200;0.043
1;Mediolan;Skopje;11100;0.035
1;Mediolan;Sofia;19500;0.033
1;Mediolan;Tel;211900;0.086
1;Mediolan;Tokio;377500;0.033
1;Mediolan;Toronto;271900;0.037
1;Mediolan;Tunis;37200;0.076
1;Mediolan;Wilno;34800;0.056
1;Mediolan;Warszawa;56600;0.063
1;Mediolan;Wiedeń;100000;0.139
1;Mediolan;Zanzibar;104300;0.092
1;Mediolan;Zurych;18100;0.08
1;Malaga;Amsterdam;344500;0.143
1;Malaga;Bordeaux;22500;0.071
1;Malaga;Budapeszt;47200;0.034
1;Malaga;Bukareszt;72300;0.049
1;Malaga;Casablanca;8000;0.034
1;Malaga;Doha;61200;0.011
1;Malaga;Frankfurt;137500;0.06
1;Malaga;Genewa;64300;0.071
1;Malaga;Hamburg;61600;0.052
1;Malaga;Helsinki;353800;0.156
1;Malaga;Stambuł;153400;0.047
1;Malaga;Kraków;22600;0.022
1;Malaga;Lizbona;14000;0.037
1;Malaga;Londyn;58500;0.025
1;Malaga;Luksemburg;27200;0.047
1;Malaga;Mediolan;70300;0.063
1;Malaga;Montreal;107400;0.033
1;Malaga;Moskwa;175500;0.056
1;Malaga;Monachium;88500;0.048
1;Malaga;Nowy;86300;0.015
1;Malaga;Paryż;186600;0.098
1;Malaga;Porto;13600;0.044
1;Malaga;Praga;91100;0.067
1;Malaga;Rzym;119400;0.086
1;Malaga;Sofia;24100;0.025
1;Malaga;Warszawa;29800;0.018
1;Malaga;Wiedeń;100000;0.053
1;Malaga;Zurych;130200;0.091
1;Male;Bangkok;131400;0.065
1;Male;Kolombo;194200;0.894
1;Male;Kanton;205000;0.111
1;Male;Kunming;55900;0.072
1;Male;Mediolan;97100;0.03
1;Male;Moskwa;282800;0.093
1;Male;Pekin;105400;0.038
1;Male;Szanghaj;164400;0.052
1;Male;Singapur;344900;0.142
1;Male;Zurych;81300;0.021
1;Malta;Bukareszt;15400;0.03
1;Malta;Larnaka;60300;0.126
1;Malta;Mediolan;11100;0.018
1;Malta;Moskwa;32100;0.02
1;Malta;Monachium;96000;0.1
1;Malta;Porto;24900;0.035
1;Malta;Ryga;30900;0.043
1;Malta;Skopje;9200;0.064
1;Malta;Sofia;12100;0.042
1;Malta;Tel;30800;0.032
1;Malta;Tunis;6000;0.054
1;Malta;Wilno;20500;0.041
1;Malta;Warszawa;29200;0.036
1;Malta;Wiedeń;53200;0.064
1;Malta;Zurych;47300;0.056
1;Managua;Panama;62000;0.457
1;Manas;Ałmaty;7100;0.406
1;Manas;Dubaj;77900;0.064
1;Manas;Moskwa;195800;0.252
1;Manaus;Panama;22700;0.122
1;Manchester;Antalya;331500;0.136
1;Manchester;Barcelona;182600;0.108
1;Manchester;Cancún;567200;0.086
1;Manchester;Dżudda;313300;0.063
1;Manchester;Frankfurt;146400;0.108
1;Manchester;Ibiza;119000;0.175
1;Manchester;Republika;81700;0.089
1;Manchester;Mediolan;57800;0.051
1;Manchester;Malaga;270500;0.186
1;Manchester;Malta;140600;0.112
1;Manchester;Monachium;121900;0.084
1;Manchester;Maskat;292800;0.06
1;Manchester;Nicea;25900;0.032
1;Manchester;Orlando;902400;0.24
1;Manchester;Oslo;51000;0.055
1;Manchester;Palma;298900;0.216
1;Manchester;Pekin;195100;0.022
1;Manchester;Filadelfia;268500;0.101
1;Manchester;Porto;36600;0.04
1;Manchester;Praga;71200;0.072
1;Manchester;Punta;193300;0.054
1;Manchester;Reykjavík;82200;0.094
1;Manchester;Ryga;20700;0.022
1;Manchester;San;74200;0.011
1;Manchester;Singapur;163400;0.009
1;Manchester;Tel;60900;0.017
1;Manchester;Toronto;241900;0.038
1;Manchester;Vancouver;97100;0.017
1;Manchester;Wenecja;46100;0.053
1;Manchester;Wiedeń;46100;0.028
1;Manchester;Zurych;47500;0.041
1;Manila;Busan;110000;0.072
1;Manila;Kanton;243300;0.213
1;Manila;Ho;139800;0.11
1;Manila;Hongkong;1025100;0.526
1;Manila;Melbourne;478000;0.112
1;Manila;Pekin;244600;0.078
1;Manila;Phnom;26500;0.029
1;Manila;Rijad;927800;0.165
1;Manila;San;1080500;0.12
1;Manila;Shenzhen;35600;0.06
1;Manila;Singapur;1516200;0.387
1;Manila;Tajpej;581800;0.368
1;Manila;Tokio;1089300;0.294
1;Manila;Toronto;638400;0.042
1;Manila;Vancouver;638000;0.078
1;Maputo;Nairobi;33900;0.129
1;Matoto;Abidżan;38900;0.592
1;Matoto;Addis;80500;0.113
1;Matoto;Casablanca;78600;0.263
1;Matoto;Dakar;27200;0.746
